booking_id,passenger_id,flight_id,date_key,status,seat_number
B1533,P1562,UK218,20250915,PENDING,28D
B1534,P1662,UK031,20250911,CONFIRMED,34E
B1535,P1943,UK142,20260402,PENDING,6C
B1536,P1454,AI002,20250601,UNKNOWN,4C
B1537,P1103,UK070,20251008,CONFIRMED,21F
B1538,P1945,SJ121,20260317,PENDING,8E
B1539,P1600,UK201,20250611,CONFIRMED,20B
B1540,P1652,AI138,20260115,CANCELLED,7E
B1541,P1724,SJ014,20251216,CONFIRMED,26A
B1542,P1232,SJ053,20251213,PENDING,14F
B1543,P1393,SJ241,20250616,CANCELLED,4F
B1544,P1500,AI249,20250901,CANCELLED,16A
B1545,P1694,AI176,20260308,PENDING,8A
B1546,P1250,SJ234,20260402,PENDING,32B
B1547,P1520,6F115,20250418,PENDING,16C
B1548,P1078,AI020,20251004,CONFIRMED,7E
B1549,P1051,AI020,20251216,CONFIRMED,24A
B1550,P1897,6F079,20251206,CONFIRMED,10D
B1551,P1920,6F104,20251114,UNKNOWN,8E
B1552,P1780,UK046,20260206,PENDING,32D
B1553,P1225,SJ217,20251115,CONFIRMED,33D
B1554,P1050,6F142,20250826,CANCELLED,8D
B1555,P1185,SJ139,20260404,CONFIRMED,3B
B1556,P1033,6F059,20260118,CANCELLED,31D
B1557,P1802,6F067,20250810,PENDING,17A
B1558,P1741,AI007,20250807,PENDING,27A
B1559,P1130,UK202,20260120,CONFIRMED,5F
B1560,P1631,AI200,20260307,CONFIRMED,18C
B1561,P1442,UK172,20260127,PENDING,18C
B1562,P1837,6F214,20250501,CONFIRMED,10B
B1563,P1758,UK037,20250911,PENDING,27B
B1564,P1431,AI022,20250814,PENDING,17F
B1565,P1703,AI243,20260206,CANCELLED,20D
B1566,P1496,SJ174,20251008,CONFIRMED,29F
B1567,P1402,SJ079,20251113,PENDING,9A
B1568,P1322,UK097,20251221,CONFIRMED,21A
B1569,P1209,AI013,20251226,CANCELLED,14E
B1570,P1614,UK196,20251121,CANCELLED,25E
B1571,P1328,SJ213,20251106,CONFIRMED,2C
B1572,P1371,UK119,20250526,CONFIRMED,5D
B1573,P1459,AI043,20260318,PENDING,19B
B1574,P1132,AI043,20250429,CANCELLED,18A
B1575,P1834,AI143,20250616,CANCELLED,2B
B1576,P1650,SJ032,20251020,UNKNOWN,6F
B1577,P1120,6F050,20260124,CONFIRMED,23A
B1578,P1605,AI134,20251225,PENDING,6B
B1579,P1451,6F182,20250424,CONFIRMED,28E
B1580,P1964,SJ086,20251008,CONFIRMED,20D
B1581,P1128,6F170,20250806,CONFIRMED,3D
B1582,P1090,UK168,20250424,PENDING,34B
B1583,P1603,SJ072,20260222,UNKNOWN,33D
B1584,P1574,UK075,20250428,CANCELLED,21C
B1585,P1028,6F233,20260108,CANCELLED,1C
B1586,P1721,SJ143,20251113,CANCELLED,25B
B1587,P1523,SJ246,20250628,PENDING,34E
B1588,P1332,SJ247,20251104,CONFIRMED,10B
B1589,P1296,UK157,20250831,PENDING,3D
B1590,P1129,UK069,20260401,CONFIRMED,25B
B1591,P1292,AI106,20251120,CANCELLED,8A
B1592,P1172,UK085,20251117,CONFIRMED,24F
B1593,P1719,6F087,20250924,UNKNOWN,1A
B1594,P1943,AI067,20250601,CONFIRMED,25E
B1595,P1023,6F226,20260107,PENDING,4E
B1596,P1098,SJ210,20251220,CONFIRMED,15E
B1597,P1405,6F269,20251023,CONFIRMED,33A
B1598,P1355,UK013,20260102,CONFIRMED,11B
B1599,P1138,UK013,20250930,PENDING,9E
B1600,P1502,UK143,20250720,PENDING,2C
B1601,P1825,6F262,20250907,PENDING,28D
B1602,P1173,6F042,20250707,UNKNOWN,2A
B1603,P1028,SJ118,20251206,CANCELLED,17E
B1604,P1930,SJ118,20251117,CANCELLED,3C
B1605,P1495,SJ082,20251003,CANCELLED,6C
B1606,P1654,6F015,20250718,CONFIRMED,23E
B1607,P1827,AI101,20260202,UNKNOWN,30F
B1608,P1350,SJ110,20250628,CANCELLED,10B
B1609,P1553,SJ042,20251021,CANCELLED,19D
B1610,P1298,6F145,20251013,CONFIRMED,27A
B1611,P1719,UK029,20260105,CANCELLED,14C
B1612,P1841,SJ200,20250418,CANCELLED,28C
B1613,P1944,SJ209,20260129,CONFIRMED,6A
B1614,P1191,AI116,20250511,UNKNOWN,30B
B1615,P1671,6F117,20250523,CANCELLED,33B
B1616,P1063,SJ181,20251223,PENDING,17A
B1617,P1754,AI070,20250510,UNKNOWN,18A
B1618,P1769,AI070,20260119,CONFIRMED,1B
B1619,P1663,UK042,20260205,PENDING,13A
B1620,P1214,AI169,20260224,PENDING,1B
B1621,P1833,6F021,20251221,PENDING,27A
B1622,P1165,SJ046,20250623,PENDING,19F
B1623,P1542,AI211,20250817,CANCELLED,22B
B1624,P1882,SJ091,20251220,CANCELLED,34F
B1625,P1231,AI123,20260405,PENDING,7D
B1626,P1793,6F053,20250417,CANCELLED,25C
B1627,P1540,UK012,20260109,PENDING,27E
B1628,P1194,6F023,20251125,PENDING,33A
B1629,P1505,AI250,20260102,CONFIRMED,11A
B1630,P1333,AI238,20260407,PENDING,26F
B1631,P1767,UK096,20260217,CANCELLED,24F
B1632,P1792,UK126,20260330,PENDING,1D
B1633,P1303,SJ195,20250830,CONFIRMED,8E
B1634,P1832,SJ171,20251225,CANCELLED,1C
B1635,P1436,AI136,20250814,UNKNOWN,7C
B1636,P1322,SJ192,20250527,CONFIRMED,22B
B1637,P1501,6F035,20251201,PENDING,27C
B1638,P1857,UK088,20260223,CONFIRMED,22C
B1639,P1913,6F009,20250914,CONFIRMED,24E
B1640,P1392,6F004,20260128,CANCELLED,30B
B1641,P1805,UK122,20260327,UNKNOWN,28D
B1642,P1598,AI251,20260215,PENDING,4E
B1643,P1148,AI027,20260204,PENDING,14A
B1644,P1760,SJ165,20251020,PENDING,20E
B1645,P1832,UK081,20250816,CONFIRMED,17D
B1646,P1404,UK191,20250927,CANCELLED,28C
B1647,P1282,SJ188,20251106,PENDING,14F
B1648,P1361,6F016,20250809,CONFIRMED,33D
B1649,P1378,6F064,20260405,PENDING,4F
B1650,P1197,SJ105,20260403,UNKNOWN,10D
B1651,P1555,SJ054,20250909,CANCELLED,21B
B1652,P1355,6F197,20251219,PENDING,23C
B1653,P1539,AI040,20260326,CANCELLED,31B
B1654,P1428,AI131,20250814,UNKNOWN,31A
B1655,P1016,6F141,20251009,PENDING,7D
B1656,P1638,UK035,20250512,CONFIRMED,26E
B1657,P1378,AI005,20250828,CONFIRMED,12B
B1658,P1679,AI001,20250622,CONFIRMED,18D
B1659,P1505,UK211,20260117,PENDING,6D
B1660,P1755,SJ189,20260404,CANCELLED,12D
B1661,P1898,UK006,20250421,PENDING,18D
B1662,P1075,6F189,20251013,CONFIRMED,17A
B1663,P1230,AI133,20250516,CANCELLED,15B
B1664,P1715,SJ216,20251108,CONFIRMED,25B
B1665,P1961,SJ133,20260304,CANCELLED,29D
B1666,P1247,UK082,20260305,PENDING,32C
B1667,P1301,6F136,20260216,CANCELLED,32C
B1668,P1725,6F039,20250430,PENDING,3B
B1669,P1214,AI011,20250616,CONFIRMED,3E
B1670,P1157,SJ225,20250512,CANCELLED,16C
B1671,P1068,SJ024,20250708,CONFIRMED,22C
B1672,P1392,AI109,20250801,CANCELLED,14E
B1673,P1084,AI147,20250612,UNKNOWN,28B
B1674,P1266,UK057,20251103,CANCELLED,18C
B1675,P1068,6F111,20250801,CANCELLED,9A
B1676,P1610,AI197,20260414,PENDING,24C
B1677,P1346,UK127,20260131,PENDING,29C
B1678,P1961,6F240,20251231,PENDING,24B
B1679,P1727,6F257,20250817,CANCELLED,25A
B1680,P1926,AI253,20260319,UNKNOWN,11F
B1681,P1672,SJ135,20260402,CANCELLED,15C
B1682,P1422,UK112,20250710,CANCELLED,20B
B1683,P1605,AI050,20250807,CONFIRMED,9C
B1684,P1173,UK060,20251118,PENDING,8E
B1685,P1676,SJ183,20250515,CANCELLED,25E
B1686,P1114,UK138,20251117,CONFIRMED,23E
B1687,P1219,SJ071,20251012,PENDING,22F
B1688,P1955,AI057,20250614,PENDING,9D
B1689,P1030,SJ151,20250710,CANCELLED,20B
B1690,P1522,SJ144,20250628,PENDING,12C
B1691,P1342,SJ087,20260123,PENDING,12E
B1692,P1376,SJ066,20260402,CONFIRMED,18A
B1693,P1129,AI247,20260102,CONFIRMED,11F
B1694,P1999,SJ102,20260401,PENDING,24D
B1695,P1616,6F252,20260413,CONFIRMED,4F
B1696,P1538,6F055,20251128,PENDING,11C
B1697,P1738,AI204,20251112,CANCELLED,34B
B1698,P1001,AI016,20260202,CONFIRMED,31D
B1699,P1870,AI209,20251211,PENDING,15D
B1700,P1100,SJ211,20260104,PENDING,14B
B1701,P1532,6F103,20251016,CONFIRMED,13F
B1702,P1057,UK182,20250422,CONFIRMED,31F
B1703,P1388,6F264,20251225,CANCELLED,19B
B1704,P1691,6F027,20250723,PENDING,29A
B1705,P1940,UK198,20260131,CANCELLED,3B
B1706,P1340,6F171,20250907,CANCELLED,15C
B1707,P1860,AI004,20250705,CANCELLED,1B
B1708,P1019,6F157,20251122,CONFIRMED,3C
B1709,P1254,AI018,20251003,CANCELLED,22B
B1710,P1316,UK098,20250805,CONFIRMED,21E
B1711,P1037,6F167,20260129,UNKNOWN,4C
B1712,P1659,AI228,20250906,CANCELLED,17C
B1713,P1536,SJ242,20250831,CANCELLED,17D
B1714,P1385,6F227,20251211,PENDING,34C
B1715,P1632,6F037,20250827,CANCELLED,20C
B1716,P1927,6F107,20251222,PENDING,28A
B1717,P1025,SJ125,20251106,CANCELLED,14A
B1718,P1453,UK117,20250617,CANCELLED,9B
B1719,P1680,6F192,20251112,CANCELLED,29E
B1720,P1322,AI201,20251127,CANCELLED,27B
B1721,P1736,SJ126,20260325,PENDING,21A
B1722,P1512,AI177,20260210,PENDING,5E
B1723,P1818,AI092,20251223,CANCELLED,26B
B1724,P1772,6F076,20251010,CANCELLED,11D
B1725,P1012,AI185,20250429,PENDING,1E
B1726,P1914,AI055,20250514,CONFIRMED,2B
B1727,P1907,6F222,20260315,CONFIRMED,27D
B1728,P1559,AI090,20251212,CONFIRMED,1C
B1729,P1920,AI183,20250603,PENDING,4F
B1730,P1824,AI041,20250429,PENDING,25F
B1731,P1370,6F210,20250712,CONFIRMED,25F
B1732,P1290,AI170,20260115,CONFIRMED,3A
B1733,P1331,SJ008,20260416,CANCELLED,2E
B1734,P1605,AI049,20250929,PENDING,27E
B1735,P1260,SJ132,20250512,PENDING,34E
B1736,P1993,SJ224,20260126,CONFIRMED,28E
B1737,P1789,UK038,20250611,CONFIRMED,1E
B1738,P1870,SJ220,20250814,PENDING,27B
B1739,P1204,6F124,20250629,CANCELLED,34F
B1740,P1696,SJ164,20251116,CONFIRMED,14D
B1741,P1686,AI026,20250518,PENDING,18E
B1742,P1949,6F144,20250914,PENDING,16D
B1743,P1386,6F137,20251121,UNKNOWN,6F
B1744,P1891,UK139,20250905,CANCELLED,10A
B1745,P1820,UK139,20250520,CONFIRMED,27B
B1746,P1467,SJ140,20250831,CONFIRMED,34D
B1747,P1414,6F131,20250420,CONFIRMED,9F
B1748,P1068,UK128,20251115,PENDING,9A
B1749,P1471,SJ219,20260219,CONFIRMED,23D
B1750,P1103,SJ159,20250921,PENDING,33D
B1751,P1757,UK192,20250919,CONFIRMED,17E
B1752,P1160,AI014,20250813,CANCELLED,34F
B1753,P1199,SJ152,20250808,CANCELLED,5C
B1754,P1215,SJ060,20260211,PENDING,3C
B1755,P1945,AI127,20260217,CANCELLED,10F
B1756,P1211,SJ096,20260127,PENDING,11F
B1757,P1507,AI215,20250424,PENDING,22B
B1758,P1015,UK009,20260228,CANCELLED,26B
B1759,P1497,AI171,20251026,PENDING,16F
B1760,P1883,UK151,20260114,CANCELLED,31B
B1761,P1331,AI099,20250522,CONFIRMED,15A
B1762,P1716,UK050,20250604,CONFIRMED,32B
B1763,P1876,UK092,20251006,CANCELLED,3B
B1764,P1550,SJ058,20250620,CANCELLED,13B
B1765,P1600,SJ090,20251221,CANCELLED,1C
B1766,P1941,6F173,20250907,CANCELLED,1F
B1767,P1255,AI186,20251119,CONFIRMED,6D
B1768,P1991,AI130,20260323,PENDING,13C
B1769,P1765,SJ111,20251123,UNKNOWN,6F
B1770,P1727,6F203,20250804,CONFIRMED,8D
B1771,P1879,6F138,20250524,PENDING,1F
B1772,P1814,6F109,20250829,UNKNOWN,10B
B1773,P1171,AI074,20260101,PENDING,16E
B1774,P1648,UK161,20260107,CANCELLED,1B
B1775,P1999,AI008,20250619,CANCELLED,14B
B1776,P1497,UK121,20251227,CANCELLED,17A
B1777,P1470,6F154,20250426,CONFIRMED,11A
B1778,P1383,6F161,20250801,CONFIRMED,10D
B1779,P1689,6F153,20260201,PENDING,22B
B1780,P1588,6F225,20260210,PENDING,11B
B1781,P1699,AI191,20260209,PENDING,18C
B1782,P1506,AI218,20250818,CONFIRMED,25F
B1783,P1991,6F267,20250928,PENDING,25D
B1784,P1526,UK125,20250820,CANCELLED,1B
B1785,P1803,6F208,20250819,PENDING,1B
B1786,P1830,6F119,20260212,CANCELLED,26B
B1787,P1324,AI063,20250711,CONFIRMED,1E
B1788,P1213,UK016,20250605,CANCELLED,2B
B1789,P1207,6F048,20260113,CANCELLED,30F
B1790,P1168,6F266,20250423,CANCELLED,28A
B1791,P1329,AI167,20260224,CONFIRMED,3C
B1792,P1279,6F165,20260117,CONFIRMED,8E
B1793,P1977,SJ104,20251125,CONFIRMED,14C
B1794,P1304,UK160,20250626,CONFIRMED,8D
B1795,P1145,UK160,20260321,PENDING,9C
B1796,P1774,SJ230,20251128,CONFIRMED,9B
B1797,P1515,AI042,20250603,CANCELLED,1A
B1798,P1089,UK197,20250516,CONFIRMED,23E
B1799,P1452,AI107,20260205,PENDING,16E
B1800,P1059,SJ128,20250822,PENDING,7F
B1801,P1310,6F121,20260414,PENDING,34F
B1802,P1527,AI111,20250630,UNKNOWN,16B
B1803,P1226,SJ137,20260221,CONFIRMED,24F
B1804,P1473,AI232,20251112,CONFIRMED,1F
B1805,P1977,SJ113,20251026,CONFIRMED,14B
B1806,P1540,AI117,20250802,CANCELLED,17A
B1807,P1662,6F185,20250628,CANCELLED,12C
B1808,P1756,AI194,20260126,PENDING,3B
B1809,P1781,UK045,20260409,PENDING,13B
B1810,P1078,6F228,20260320,CONFIRMED,34B
B1811,P1432,SJ190,20260404,CANCELLED,25A
B1812,P1800,AI156,20260106,CANCELLED,8A
B1813,P1152,AI104,20250421,UNKNOWN,9D
B1814,P1788,UK033,20250622,CONFIRMED,26C
B1815,P1400,UK137,20250501,PENDING,3C
B1816,P1278,UK214,20250621,PENDING,20F
B1817,P1056,6F033,20250607,PENDING,28D
B1818,P1976,AI114,20251107,CONFIRMED,26B
B1819,P1185,AI017,20260119,CONFIRMED,21E
B1820,P1397,6F244,20251201,PENDING,18E
B1821,P1604,6F160,20251127,PENDING,1C
B1822,P1787,6F088,20260105,CANCELLED,17D
B1823,P1157,6F155,20251126,CANCELLED,19E
B1824,P1786,AI095,20260415,PENDING,9B
B1825,P1692,6F139,20250517,PENDING,5E
B1826,P1358,6F101,20250711,CANCELLED,19A
B1827,P1439,AI054,20250623,PENDING,20D
B1828,P1588,SJ094,20250518,CANCELLED,25B
B1829,P1465,6F217,20260115,CANCELLED,4E
B1830,P1662,6F100,20260415,CANCELLED,23C
B1831,P1445,6F081,20260205,CONFIRMED,21C
B1832,P1749,SJ156,20250617,CONFIRMED,4D
B1833,P1800,6F060,20250607,PENDING,27D
B1834,P1742,UK129,20250814,CANCELLED,33E
B1835,P1487,UK032,20260207,CONFIRMED,2E
B1836,P1529,AI166,20250923,PENDING,13A
B1837,P1072,SJ056,20251031,PENDING,22F
B1838,P1928,SJ101,20250612,PENDING,18F
B1839,P1927,SJ065,20250509,PENDING,9C
B1840,P1700,SJ100,20250419,PENDING,34A
B1841,P1949,UK011,20251024,CANCELLED,1E
B1842,P1016,6F062,20260217,PENDING,3B
B1843,P1530,SJ176,20250815,CANCELLED,23E
B1844,P1730,6F120,20251126,CONFIRMED,3B
B1845,P1325,AI121,20260305,PENDING,24A
B1846,P1994,UK072,20250830,CONFIRMED,34F
B1847,P1631,AI006,20260406,CANCELLED,11B
B1848,P1612,SJ231,20250519,CANCELLED,30D
B1849,P1545,SJ129,20250624,UNKNOWN,12E
B1850,P1595,6F110,20250421,PENDING,33B
B1851,P1920,6F231,20251126,PENDING,2D
B1852,P1707,6F095,20250809,CONFIRMED,33E
B1853,P1841,UK054,20250505,CONFIRMED,18F
B1854,P1201,SJ123,20250810,CONFIRMED,29D
B1855,P1343,6F006,20260104,PENDING,3D
B1856,P1852,UK226,20250504,PENDING,4E
B1857,P1522,AI065,20260307,PENDING,17E
B1858,P1858,6F008,20251125,UNKNOWN,10B
B1859,P1399,AI195,20251111,PENDING,7B
B1860,P1217,UK043,20250801,UNKNOWN,3A
B1861,P1444,AI125,20251015,CONFIRMED,25E
B1862,P1764,AI089,20251005,PENDING,21A
B1863,P1221,UK019,20260212,CONFIRMED,22C
B1864,P1382,UK078,20250927,CANCELLED,22C
B1865,P1880,SJ009,20250728,CANCELLED,15E
B1866,P1591,UK178,20260128,CONFIRMED,7A
B1867,P1006,UK018,20251123,CONFIRMED,13D
B1868,P1271,SJ059,20260410,CANCELLED,29E
B1869,P1738,UK108,20260204,CONFIRMED,19C
B1870,P1015,6F045,20250425,CANCELLED,5D
B1871,P1423,AI144,20251004,CANCELLED,23E
B1872,P1523,AI244,20250709,PENDING,26E
B1873,P1802,6F265,20250425,CONFIRMED,11B
B1874,P1752,6F108,20260126,CONFIRMED,16E
B1875,P1020,6F069,20250617,PENDING,17D
B1876,P1689,6F072,20250614,CANCELLED,18F
B1877,P1938,6F096,20251109,CONFIRMED,33F
B1878,P1227,SJ233,20251231,PENDING,31D
B1879,P1784,AI203,20251203,PENDING,9E
B1880,P1287,UK147,20260308,CONFIRMED,2E
B1881,P1808,UK039,20250826,PENDING,8E
B1882,P1133,6F216,20251017,CANCELLED,18B
B1883,P1983,AI214,20251117,PENDING,5B
B1884,P1282,UK025,20250831,CANCELLED,31D
B1885,P1403,UK053,20250810,CANCELLED,11B
B1886,P1664,6F130,20260212,UNKNOWN,9D
B1887,P1065,6F247,20260309,PENDING,23F
B1888,P1648,6F159,20251225,CANCELLED,25C
B1889,P1603,UK086,20260224,CANCELLED,22C
B1890,P1436,6F102,20250830,PENDING,12E
B1891,P1828,UK186,20260126,CANCELLED,18D
B1892,P1933,6F032,20250824,PENDING,17F
B1893,P1258,6F186,20250802,CONFIRMED,19A
B1894,P1979,6F106,20260224,CANCELLED,4F
B1895,P1965,AI021,20251005,CANCELLED,14E
B1896,P1102,AI157,20251130,PENDING,11F
B1897,P1992,6F054,20251101,PENDING,26F
B1898,P1566,AI187,20251003,PENDING,10D
B1899,P1768,SJ124,20250928,PENDING,4B
B1900,P1100,SJ223,20251006,CANCELLED,11C
B1901,P1197,UK103,20250425,CONFIRMED,21A
B1902,P1812,SJ157,20260208,CONFIRMED,14F
B1903,P1225,6F242,20251106,CONFIRMED,9B
B1904,P1942,UK213,20250701,CONFIRMED,8B
B1905,P1462,SJ120,20260213,PENDING,24B
B1906,P1236,AI035,20250811,CANCELLED,22B
B1907,P1025,6F147,20260114,CANCELLED,1B
B1908,P1120,SJ229,20250809,CANCELLED,23B
B1909,P1909,AI230,20251114,PENDING,31B
B1910,P1505,UK162,20250610,CANCELLED,5C
B1911,P1181,AI066,20250529,PENDING,27C
B1912,P1710,6F205,20250909,CANCELLED,19D
B1913,P1813,AI124,20250524,CONFIRMED,27B
B1914,P1766,UK114,20251019,PENDING,20A
B1915,P1633,AI231,20250603,CANCELLED,18B
B1916,P1542,AI113,20251030,CONFIRMED,7D
B1917,P1983,UK180,20250803,UNKNOWN,27A
B1918,P1314,UK180,20251007,CONFIRMED,2B
B1919,P1990,6F080,20260317,PENDING,7C
B1920,P1796,SJ095,20250511,PENDING,14A
B1921,P1617,SJ115,20250424,CANCELLED,21F
B1922,P1735,AI142,20250514,CONFIRMED,7D
B1923,P1272,UK169,20251128,CANCELLED,33F
B1924,P1909,SJ041,20250504,CANCELLED,27D
B1925,P1231,UK171,20250420,CONFIRMED,7D
B1926,P1419,AI081,20251127,CANCELLED,18F
B1927,P1767,AI162,20260128,PENDING,27D
B1928,P1441,SJ037,20260123,CANCELLED,6F
B1929,P1495,SJ037,20251105,CONFIRMED,6A
B1930,P1023,UK080,20251216,PENDING,3B
B1931,P1108,SJ031,20250926,PENDING,16C
B1932,P1702,AI199,20251228,CANCELLED,4B
B1933,P1501,6F082,20250528,CANCELLED,7B
B1934,P1858,UK217,20260412,PENDING,9F
B1935,P1024,UK014,20260413,CANCELLED,6C
B1936,P1186,SJ180,20260111,CONFIRMED,14D
B1937,P1287,6F268,20260219,CANCELLED,16E
B1938,P1627,UK205,20260407,CANCELLED,19B
B1939,P1337,SJ212,20250722,PENDING,22B
B1940,P1877,UK052,20250625,CANCELLED,17C
B1941,P1913,UK230,20250613,CANCELLED,19D
B1942,P1036,AI145,20250718,CANCELLED,23D
B1943,P1793,SJ035,20260313,CONFIRMED,7E
B1944,P1136,SJ184,20250720,CANCELLED,10B
B1945,P1507,6F207,20251103,CONFIRMED,24A
B1946,P1226,UK144,20260330,CONFIRMED,15A
B1947,P1319,AI126,20251022,CONFIRMED,1A
B1948,P1839,SJ145,20250519,CONFIRMED,10A
B1949,P1915,6F040,20250516,PENDING,15B
B1950,P1181,UK049,20250615,CONFIRMED,21B
B1951,P1873,UK049,20260318,CANCELLED,3F
B1952,P1085,AI087,20251018,CONFIRMED,2C
B1953,P1466,AI152,20250524,CANCELLED,19A
B1954,P1925,SJ240,20251106,CONFIRMED,2A
B1955,P1052,AI212,20250914,PENDING,22B
B1956,P1859,AI064,20250921,CONFIRMED,3B
B1957,P1866,6F093,20250607,CONFIRMED,32E
B1958,P1234,AI118,20250428,PENDING,29C
B1959,P1958,AI172,20251219,CONFIRMED,23D
B1960,P1778,6F183,20260130,CANCELLED,27E
B1961,P1798,6F200,20250715,CONFIRMED,28A
B1962,P1432,SJ077,20251223,CONFIRMED,18C
B1963,P1495,UK030,20260224,CONFIRMED,27F
B1964,P1998,SJ232,20250521,PENDING,18B
B1965,P1099,6F090,20260129,CONFIRMED,20D
B1966,P1989,UK002,20251106,CONFIRMED,12B
B1967,P1598,AI154,20250703,CANCELLED,22C
B1968,P1402,6F089,20251011,CONFIRMED,2D
B1969,P1395,6F218,20260408,CONFIRMED,29A
B1970,P1526,6F241,20251126,CONFIRMED,12B
B1971,P1414,6F116,20250820,CONFIRMED,2B
B1972,P1938,UK199,20250418,CANCELLED,19B
B1973,P1612,SJ033,20250428,CANCELLED,8C
B1974,P1676,AI210,20250803,PENDING,15B
B1975,P1462,UK148,20250826,UNKNOWN,20E
B1976,P1540,AI229,20250827,PENDING,16F
B1977,P1625,UK005,20260101,PENDING,4A
B1978,P1618,SJ080,20251207,CONFIRMED,12C
B1979,P1921,SJ092,20251202,CANCELLED,1F
B1980,P1363,SJ055,20251204,CANCELLED,15A
B1981,P1129,AI239,20250517,CONFIRMED,19D
B1982,P1083,6F162,20250617,UNKNOWN,7A
B1983,P1270,UK101,20250628,UNKNOWN,27A
B1984,P1243,6F198,20250425,CONFIRMED,27F
B1985,P1387,6F239,20250928,CONFIRMED,31F
B1986,P1213,SJ177,20251007,CONFIRMED,13F
B1987,P1817,6F044,20260312,CANCELLED,19F
B1988,P1165,6F248,20260217,PENDING,13A
B1989,P1790,6F002,20251210,UNKNOWN,16F
B1990,P1058,SJ197,20260331,CONFIRMED,14B
B1991,P1601,UK091,20260114,CANCELLED,22E
B1992,P1882,6F215,20250425,CONFIRMED,25C
B1993,P1842,AI093,20260311,CANCELLED,5B
B1994,P1923,UK090,20260331,CONFIRMED,21D
B1995,P1503,SJ005,20251120,CANCELLED,11C
B1996,P1705,UK106,20250808,CANCELLED,27E
B1997,P1122,6F223,20250503,PENDING,27B
B1998,P1647,6F011,20251023,CONFIRMED,14C
B1999,P1412,UK124,20250808,UNKNOWN,12B
